OBJECTID,SEGMENT,ADT,ID,STREETNAME,STREETADDRESS,FILENAME,PERCENTILESPEED85,OUTCOME,COLLECTIONTYPE,X,Y,YEAR,PRE_NTMP_ADT,POST_NTMP_ADT,PRE_NTMP_SPEED,POST_NTMP_SPEED,POINT_X,POINT_Y
4009,COMMON WEALTH TO RIDGE WOOD,877,6572,HADDON,1533,SPD_1533_HADDON_09222015,29.7,SUCCESS,PRE-NTMP,3110470.08,13838211.71,2015,,,,,-95.40049921,29.75108318
4010,HELEN TO NORTHWOOD,261,6063,OMAR,510,SPD_510_OMAR_04072015,25.5,SUCCESS,PRE-NTMP,3117535.36,13851907.11,2015,,,,,-95.37690663,29.78812772
4011,WLCREST TO BELLEPARK,18567,6233,HARWIN,11540,SCADT_11540_HARWIN_06152015,,SUCCESS,MAJOR THOROUGHFARE ADT,3054567.24,13823698.13,2015,,,,,-95.57794092,29.7158027
4012,GESSNER TO MEMORIAL DR,1409,6372,BEAUREGARD,12300,Beauregard W of Gessner_5062015,13,SUCCESS,PRE-NTMP,3064319.22,13842264.01,2015,,,,,-95.54550395,29.7660489
4013,"W 19TH, JUST E OF BEALL",2257,6194,19TH W,1000,APP_1000_W. 19TH_WB_06092015,,SUCCESS,APPROACH,3104420.46,13856810.97,2015,,,,,-95.41776062,29.80271766
4014,TIERWESTER TO SCOTT,7506,6508,SOUTHMORE,3528,ADT_3528 SOUTHMORE_08262015,,SUCCESS,MAJOR THOROUGHFARE ADT,3123983.33,13825036.43,2015,,,,,-95.35922499,29.713718
4015,HOLLISTER TO CRANWAY,899,6615,BRACHER,1537,SPD_1537 BRACHER_10052015,35.6,SUCCESS,PRE-NTMP,3076191.61,13854150.81,2015,,,,,-95.50698021,29.79775345
4016,HADDINGTON TO TIMBEROAK,2325,6736,SHADOWDALE (W OF BAYOU),1700,SPD_1700 SHADOWDALE(W.OFBAYOU)_10162015,36.8,SUCCESS,PRE-NTMP,3061263.33,13855175.98,2015,,,,,-95.55393283,29.80178911
4017,HUGHES TO RR TRACKS,1532,6152,JEFFERSON,5403,SPD_5403_JEFFERSON_05192015,23.4,SUCCESS,PRE-NTMP,3136190.01,13831522.58,2015,,,,,-95.32014568,29.73049595
4018,E 11TH ST TO MERRILL,514,6159,OAKRIDGE,3515,xSPD_3515_OAKRIDGE_05192015,29.1,SUCCESS,PRE-NTMP,3114342.99,13852377.27,2015,,,,,-95.38692051,29.78969158
4019,GREEN MILLS TO CYPRESS MILLS,486,6558,ECHO LANDING,13027,SPD_13027_ECHOLANDING_10062015,28.9,SUCCESS,PRE-NTMP,3057460.32,13913244.57,2015,,,,,-95.56053491,29.96171096
4020,AMELIA TO LONGPOINT,3878,6662,SPENWICK,1800,SPD_1800 SPENWICK_10262015,32.4,SUCCESS,PRE-NTMP,3081837.51,13856728.07,2015,,,,,-95.48894301,29.80437282
4021,LONGRIDGE TO RAVENWOOD,4087,6671,SPENWICK,2000,SPD_2000 SPENWICK_10262015,36.8,SUCCESS,PRE-NTMP,3081710.02,13858056.45,2015,,,,,-95.48921911,29.80803471
4022,REDDY TO BELTWAY,1844,5914,CLARK SPRINGS,15782,SPD_15782_ CLARKE_ SPRINGS_2042015,26.5,SUCCESS,PRE-NTMP,3097145.71,13781180.01,2015,,,,,-95.44793003,29.59543545
4023,KINDLETREE TO PINEMOSS,272,6575,YELLOW PINE,7143,SPD_7143_YELLOW_PINE_09082015,27.9,SUCCESS,PRE-NTMP,3077918.87,13886865.93,2015,,,,,-95.4984488,29.88753586
4024,S SHEPHERD TO GREENBRIAR,379,6589,SULROSS,2120,SPD_2120 SUL ROSS_09212015,27.8,SUCCESS,PRE-NTMP,3107079.95,13833223.49,2015,,,,,-95.41166051,29.7376584
4025,MULLINS TO RAMPART,279,6635,HIGH STAR,6018,SPD_6018 HIGHSTAR_10192015,28.4,SUCCESS,PRE-NTMP,3083213.84,13823118.44,2015,,,,,-95.48778733,29.71187407
4026,MCDUFFIE TO S SHEPHERD,567,6799,BRANARD,2034,SPD_2034 BRANARD_01052016,26.1,SUCCESS,PRE-NTMP,3107787.25,13832947.53,2016,,,,,-95.40945948,29.73684017
4027,MARCELLA TO DONOVAN,576,5898,BRINKMAN,5311,SPD_5311_BRINKMAN_01272015,27.1,SUCCESS,PRE-NTMP,3104194.91,13872055.4,2015,,,,,-95.41699907,29.84463852
4028,ELDRIDGE TO BRIAR FOREST,10657,6048,ENCLAVE,1330,ADT_1330_ENCLAVE_04152015,,SUCCESS,MAJOR THOROUGHFARE ADT,3040732.01,13840149.25,2015,,,,,-95.62001197,29.76213083
4029,MOOREKNOLLS TO MOOREMEADOW,2860,6374,BENIGNUS N OF,12499,Benignus N of Mooreknolls_5062015,28,SUCCESS,PRE-NTMP,3062624.61,13847547.98,2015,,,,,-95.55035181,29.78071101
4030,S BRAESWOOD TO SOUTH LOOP,18980,6534,STELLA LINK,8900,ADT_8900 STELLA LINK_08262015,,SUCCESS,MAJOR THOROUGHFARE ADT,3098620.22,13814294.49,2015,,,,,-95.44012098,29.686338
4031,FUQUA TO CLEAR CREEK,14374,6553,CULLEN,13900,ADT_13900 CULLEN_08252015,,SUCCESS,MAJOR THOROUGHFARE ADT,3126396.08,13786106.19,2015,,,,,-95.355449,29.606502
4032,MONTROSE TO ROSELAND,1159,5960,LOVETT EB,912,SPD_912_LOVETT_EB_02202015,28.1,SUCCESS,PRE-NTMP,3113719.46,13835514.55,2015,,,,,-95.39052591,29.7433941
4033,WESTMORELAND TO MARSHALL,376,5971,BURLINGTON,3600,SPD_3600_BURLINGTON_02202015,22.2,SUCCESS,PRE-NTMP,3116443.65,13834467.17,2015,,,,,-95.38204741,29.74028371
4034,KIPLING TO HAROLD,518,5972,AUDUBON PL SB,3506,SPD_3506_AUDUBON_PL_SB_02202015,27.4,SUCCESS,PRE-NTMP,3114999.36,13834644.97,2015,,,,,-95.38657916,29.7408952
4035,66TH TO N CESAR CHAVEZ,1070,6395,AVE F,6600,Ave F E of 66th_6302015,19,SUCCESS,PRE-NTMP,3139970.53,13835561.94,2015,,,,,-95.30783789,29.74127116
4036,STILES TO BRYAN,630,6396,BRADY,4900,Brady E of Stiles_5212015,18,SUCCESS,PRE-NTMP,3134562.17,13837191.12,2015,,,,,-95.32471108,29.74621761
4037,GESSNER TO FROSTWOOD,1330,6466,OLD OAKS,12300,Old Oaks W of Gessner_05072015,28,SUCCESS,PRE-NTMP,3064223.04,13843784.71,2015,,,,,-95.54566542,29.77023681
4038,RAMPART TO ASHCROFT,4677,6820,ELM,6100,SPD_6100_ELM_12032015,31.4,SUCCESS,PRE-NTMP,3082512.42,13823413.37,2015,,,,,-95.48996815,29.71274267
4039,BUFFALO BAYOU TO BRIAR FOREST,29087,6249,ELDRIDGE,1293,SCADT_1293_ELDRIDGE_06222015,,SUCCESS,MAJOR THOROUGHFARE ADT,3039017.6,13840518.29,2015,,,,,-95.62537974,29.7632814
4040,ATTINGHAM TO HALLIE,1834,6371,BARRY KNOLL,12630,Barryknoll W of Attingham_5072015,26,SUCCESS,PRE-NTMP,3061414.86,13846550.28,2015,,,,,-95.55425646,29.77806659
4041,AVE F TO BRADY,1124,6391,65TH STREET,599,65th btw Ave F & Brady_6301015,23,SUCCESS,PRE-NTMP,3139181.21,13835766.45,2015,,,,,-95.31030364,29.74190178
4042,GESSNER AND CEDARDALE,644,6563,LARSTON,10046,SPD_10046_LARSTON_09092015,30.2,SUCCESS,PRE-NTMP,3064874.09,13850694.66,2015,,,,,-95.54297039,29.78917793
4043,YELLOWPINE TO LUMBERJACK,1653,6574,KINDLETREE,10100,SPD_10100_KINDLETREE_09082015,29.8,SUCCESS,PRE-NTMP,3077318.54,13886665.79,2015,,,,,-95.50036133,29.88703515
4044,VINCENT TO MELWOOD,515,5949,MELWOOD,500,APP_500_MELWOOD_WB_2172015,,SUCCESS,APPROACH,3118763.54,13854128.79,2015,,,,,-95.37281925,29.79412969
4045,SHERMAN TO HARRISBURG,391,6414,LENOX,200,Lenox S of Sherman_5212015,26,SUCCESS,PRE-NTMP,3135423.74,13836060.54,2015,,,,,-95.32210932,29.74303556
4046,LONGACRE TO HOLLISTER,77,6609,FAIRBEND,8737,SPD_8737 FAIRBEND_12092015,23.7,SUCCESS,PRE-NTMP,3076778.19,13854451.16,2015,,,,,-95.50510328,29.79853085
4047,SEWANEE TO BUFFALO SPEEDWAY,644,5876,MERRICK,3318,SPD_3318_MERRICK_01262015,30.9,SUCCESS,PRE-NTMP,3101944.18,13818448.98,2015,,,,,-95.42925754,29.69747915
4048,WESTELLA TO DEAD END,1796,5885,WHITTINGTON,13000,APP_13000_WHITTINGTON_EB_02062015,,SUCCESS,APPROACH,3041170.87,13834503.88,2015,,,,,-95.61914362,29.7465776
4049,WESTHEIMER TO RICHMOND,28500,6206,GESSNER,3230,RMM_TEST_1,,SUCCESS,SUMMER ADT,3066716.98,13829188.57,2015,,,,,-95.53916898,29.72991201
4050,HOLCOMBE TO SCOTT,28792,6268,OLD SPANISH TRAIL,3607,SCADT_3607_OLD_SPANISH_TRAIL_06232015,,SUCCESS,MAJOR THOROUGHFARE ADT,3122670.47,13820798.7,2015,,,,,-95.363774,29.70218199
4051,SHERMAN TO HARRISBURG,1123,6392,ADAM,200,Adams S of Sherman_5212015,29,SUCCESS,PRE-NTMP,3134779.03,13836281.81,2015,,,,,-95.32411806,29.74369949
4052,CAVALCADE TO CRANE,600,6173,PICKFAIR,4120,SPD_4120_PICKFAIR_05212015,36.2,SUCCESS,PRE-NTMP,3135846.93,13856302.12,2015,,,,,-95.31876893,29.79863574
4053,LONGACRE TO BRACHER,479,6607,TOLLIS,8733,SPD_8733 TOLLIS_10052015,30.1,SUCCESS,PRE-NTMP,3077012.68,13853841.18,2015,,,,,-95.50442174,29.7968349
4054,TURRIFF TO PADFIELD,949,6618,HOLLISTER,1712,SPD_1712 HOLLISTER_10052015,26.0,SUCCESS,PRE-NTMP,3076342.76,13855267.23,2015,,,,,-95.50639872,29.8008098
4055,MARYLAND TO MICHIGAN,585,6794,YUPON,2100,SPD_2100 YUPON_01052016,25.7,SUCCESS,PRE-NTMP,3111155.96,13836944.83,2016,,,,,-95.39846161,29.74754283
4056,PICKFAIR TO LAVENDER,2781,6167,CRANE,5110,SPD_5110_CRANE_05202015,34.7,SUCCESS,PRE-NTMP,3135601.96,13855700.34,2015,,,,,-95.31960064,29.79700287
4057,SHERMAN TO HARRISBURG,465,6410,EDGEWOOD,200,Edgewood S of Sherman_5192015,20,SUCCESS,PRE-NTMP,3135080.33,13836150.43,2015,,,,,-95.32318206,29.74331233
4058,OMAR TO HIGHLAND,3252,6084,WATSON,3200,SPD_3200_WATSON_04072015,29.8,SUCCESS,PRE-NTMP,3116312.31,13851725.64,2015,,,,,-95.38077835,29.78773304
4059,PERRTY TO WESTON,711,6123,PERRY,4900,APP_4900_PERRY_WB_05042015,,SUCCESS,APPROACH,3128849.56,13818105.45,2015,,,,,-95.34458444,29.69424936
4060,FEAGAN TO DICKSON,3845,6360,JACKSON HILL,599,Jackson Hill S of Feagan_5142015,26,SUCCESS,PRE-NTMP,3109892.11,13843603.88,2015,,,,,-95.40179708,29.76595358
4061,MOONMIST TO HORNWOOD,1414,6825,ATWELL,6425,SPD_6425_ATWELL_12032015,31.2,SUCCESS,PRE-NTMP,3084873.18,13822655.54,2015,,,,,-95.48260612,29.71046452
4062,EASTEX FWY TO HIRSCH,2522,6842,BENNINGTON,4101,ADT_4101_BENNINGTON_02092016,,SUCCESS,MAJOR THOROUGHFARE ADT,3131712.42,13864720.57,2016,,,,,-95.33096599,29.82213201
4063,JULIAN TO MICHAUX,353,6140,OMAR,922,SPD_922_OMAR_05052015,24.8,SUCCESS,PRE-NTMP,3115538.98,13851827.37,2015,,,,,-95.3832053,29.78807844
4064,OMRAD TO SHADOWDALE,190,6730,HAZELHURST,10223,SPD_10223 HAZELHURST_10142015,31.8,SUCCESS,PRE-NTMP,3062246.56,13853855.79,2015,,,,,-95.55095672,29.7980805
4065,BELLAIRE TO S BRAESWOOD,8543,6242,BUFFALO SPEEDWAY,7600,SCADT_7600_BUFFALO_SPEEDWAY_06152015,0,SUCCESS,MAJOR THOROUGHFARE ADT,3102535.07,13819066.26,2015,,,,,-95.4273378,29.6991263
4066,TRAVIS TO GOLDSMITH,176,6434,ADDISON,1999,Addison W of Travis_5202015,22,SUCCESS,PRE-NTMP,3109598.84,13823230.16,2015,,,,,-95.40469489,29.70997664
4067,HARRISBURG TO SHERMAN,2974,6684,ADAMS,214,SPD_214 ADAMS_10072015,30.0,SUCCESS,PRE-NTMP,3134779.03,13836281.81,2015,,,,,-95.32411806,29.74369949
4068,LINWOOD TO GREENWOOD,974,6685,SHERMAN,5910,SPD_5910 SHERMAN_10072015,29.3,SUCCESS,PRE-NTMP,3137564.31,13835804.24,2015,,,,,-95.3153926,29.74214582
4069,STILES TO BRYAN,644,6686,BRADY,4900,SPD_4900 BRADY_10072015,26.2,SUCCESS,PRE-NTMP,3134562.17,13837191.12,2015,,,,,-95.32471108,29.74621761
4070,WEST LOOP TO S RICE,16399,6519,BRAESWOOD N,4926,ADT_4926 N. BRAESWOOD_09012015,,SUCCESS,MAJOR THOROUGHFARE ADT,3091021.68,13811771.64,2015,,,,,-95.46428199,29.68003701
4071,RENWICK TO HILLCROFT,13479,6523,BRAESWOOD N,5700,ADT_5700 N. BRAESWOOD_09012015,,SUCCESS,MAJOR THOROUGHFARE ADT,3082722.62,13810597.24,2015,,,,,-95.49051764,29.67749612
4072,OMAR TO HIGHLAND,187,6088,JULIAN,3300,SPD_3300_JULIAN_04072015,20.8,SUCCESS,PRE-NTMP,3115894.26,13851719.27,2015,,,,,-95.3820963,29.78775109
4073,BEECHNUT TO BISSONNET,10631,6236,WILCREST,9006,SCADT_9006_WILCREST_06152015,,SUCCESS,MAJOR THOROUGHFARE ADT,3057406.85,13811127.9,2015,,,,,-95.57016001,29.68101999
4074,KIRBY TO BUFFALO SPEEDWAY,26928,6243,HOLCOMBE,3101,SCADT_3101_HOLCOMBE_6152015,,SUCCESS,MAJOR THOROUGHFARE ADT,3103647.97,13821651.12,2015,,,,,-95.42358495,29.70613794
4075,WOODSMAN TRAIL TO BATTLEWOOD,336,6573,DEANWOOD,9910,SPD_9910_DEANWOOD_09082015,30.8,SUCCESS,PRE-NTMP,3077077.17,13885708.35,2015,,,,,-95.50121306,29.88442331
4076,HIGH STAR TO MOON MIST,355,6814,MULLINS,6371,SPD_6371_MULLINS_01072016,24.6,SUCCESS,PRE-NTMP,3083526.39,13822961.99,2016,,,,,-95.48681795,29.7114182
4077,PECORE - REDAN,0,8775,WATSON,3606,!SPD_3606_WATSON_10302017,,SUCCESS,POST-NTMP,3116277.34,13852580.08,2017,0,3143,0,27,-95.38080519,29.79008459
4078,PARK PLACE TO HOWARD,16793,9082,GALVESTON,4200,SPD-MJR_4200_GALVESTON_03262018,52.0,SUCCESS,MAJOR THOROUGHFARE ADT,3155388.16,13817849.3,2018,,,,,-95.26106259,29.69123846
4079,BLODGETT TO ELGIN,3746,7065,ENNIS,3315,ADT_3315_ENNIS_01192016,,SUCCESS,MAJOR THOROUGHFARE ADT,3123305.6,13831031.78,2016,,,,,-95.36077141,29.73025544
4080,LONG POINT TO HEMPSTEAD,15914,7765,ANTOINE,2007,ADT_2007_ANTOINE_10262016,0,SUCCESS,MAJOR THOROUGHFARE ADT,3086064.83,13857711.04,2016,,,,,-95.47552623,29.80672512
4081,TIPPS TO GRIGGS,16388,7803,75TH ST S,700,ADT_800 S 75th St_08172015,,SUCCESS,MAJOR THOROUGHFARE ADT,3144307.34,13827953.11,2015,,,,,-95.294938,29.71998
4082,MILAM TO TRAVIS,14501,8461,TEXAS,800,CBD_800_TEXAS_07112017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121976.41,13842084.6,2017,,,,,-95.3638749,29.76074988
4083,FANNIN TO SAN JACINTO,8527,7698,WEBSTER,1100,MMD_1100 WEBSTER EB_08092016,,SUCCESS,MAJOR THOROUGHFARE ADT,3119924.86,13837124.01,2016,,,,,-95.37082299,29.74728999
4084,SCOTT TO LOCKWOOD,9577,9088,POLK,4302,SPD-MJR_4214_POLK_04032018,35.1,SUCCESS,MAJOR THOROUGHFARE ADT,3130879.44,13834542.26,2018,,,,,-95.33657246,29.73925448
4085,POLK TO HARRISBURG,13338,9173,MACARIO GARCIA,209,SPD-MJR_209_MACARIOGARCIA_04252018,40.0,SUCCESS,MAJOR THOROUGHFARE ADT,3141044.98,13833510.44,2018,,,,,-95.30465799,29.73553899
4086,ROY TO NOLDA,1062,8949,ROY,1800,APP_1800_ROY_01232018_NB,,SUCCESS,APPROACH,3106347.97,13847241.12,2018,,,,,-95.41261127,29.77625063
4087,GULF FWY TO SOUTH LOOP,16013,9164,WOODRIDGE,1440,SPD-MJR_1440_WOODRIDGE_04162018,36.5,SUCCESS,MAJOR THOROUGHFARE ADT,3143855.35,13819954.92,2018,,,,,-95.29715901,29.698035
4088,TRAVIS TO MILAM,5473,9365,LEELAND,800,CBD_800_LEELAND_06202018,0,SUCCESS,MAJOR THOROUGHFARE ADT,3120187.96,13839311.71,2018,,,,,-95.36978029,29.75328085
4089,SHAW TO W DALLAS,4198,9406,POLK,300,CBD_300_POLK_06252018,0,SUCCESS,MAJOR THOROUGHFARE ADT,3119286.4,13840706.54,2018,,,,,-95.37248394,29.75719172
4090,N MAIN TO SINGLETON,691,7380,21ST ST E,733,SPD_733 E. 21ST_05102016,23.2,SUCCESS,PRE-NTMP,3113451.82,13858132.63,2016,,,,,-95.38916864,29.80558682
4091,GLEN PRAIRIE TO GLENVIEW,2642,7495,LEONORA,8000,SPD_8000_LEONORA_03212016,29.1,SUCCESS,PRE-NTMP,3147689.37,13811523.7,2016,,,,,-95.28593164,29.67452599
4092,JEFFERSON TO PEASE,24117,7511,LOUISIANA,1700,CBD_1700_LOUISIANA_06222016,,SUCCESS,MAJOR THOROUGHFARE ADT,3119472.92,13839122.63,2016,,,,,-95.3720512,29.75282214
4093,CLAY TO POLK,24923,7514,LOUISIANA,1300,CBD_1300_LOUISIANA_06222016,,SUCCESS,MAJOR THOROUGHFARE ADT,3120195.35,13840237.61,2016,,,,,-95.36966645,29.75582523
4094,WHEELER TO CAROLINE,8925,7645,WHEELER,1200,APP_1200_WHEELER_07272016_EB,,SUCCESS,APPROACH,3117043.07,13831680.19,2016,,,,,-95.3804312,29.73257211
4095,CAVALCADE TO NORTH LOOP,15190,8128,IRVINGTON,5105,SPD-MJR_5105_IRVINGTON_05092017,42.4,SUCCESS,MAJOR THOROUGHFARE ADT,3122323.17,13858921.28,2017,,,,,-95.36113164,29.80699852
4096,ROSSLYN TO TC JESTER,17701,8157,43RD ST W,2006,SPD-MJR_2006_W.43RD_05242017!,40.1,SUCCESS,MAJOR THOROUGHFARE ADT,3094219.29,13867406.2,2017,,,,,-95.448897,29.83269599
4097,TEXAS TO CAPITAL,8371,8193,BAGBY,600,CBD_600_BAGBY_06062017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3120674.23,13842754.25,2017,,,,,-95.36791162,29.76270179
4098,FRANKLIN TO SMITH,4673,8296,CONGRESS,200-500,CBD_500_CONGRESS_06192017!,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121793.64,13843510.55,2017,,,,,-95.36431098,29.76468498
4099,LOUISIANA TO MILAM,5527,8297,DALLAS,700,CBD_700_DALLAS_06192017^,0,SUCCESS,MAJOR THOROUGHFARE ADT,3120655.74,13840578.43,2017,,,,,-95.3681828,29.75672274
4100,SEWANEE TO BUFFALO SPDWY,0,8824,DRUMMOND,3319,SPD_3319_DRUMMOND_01222018,,SUCCESS,POST-NTMP,3101960.1,13818148.51,2017,,241,,29,-95.42923631,29.69665189
4101,W BELLFORT TO HOLMES,2365,8835,KNIGHT,9142,SPD-MJR_9142_KNIGHT_01302018,41.5,SUCCESS,MAJOR THOROUGHFARE ADT,3111582.66,13809647.7,2018,,,,,-95.39976531,29.67247394
4102,WEST BELT TO BRITTMOORE,6825,8930,KEMPWOOD,10788,SPD-MJR_10788_KEMPWOOD_01312018,40.5,SUCCESS,MAJOR THOROUGHFARE ADT,3056828.59,13862923.53,2017,,,,,-95.56719298,29.823444
4103,CAVALCADE TO NORTH LOOP,7252,9014,FULTON,5402,SPD-MJR_5402_FULTON_03072018,37.0,SUCCESS,MAJOR THOROUGHFARE ADT,3119707.63,13859147.2,2018,,,,,-95.369353,29.807843
4104,SAUER TO BURKETT,3794,9029,SOUTHMORE,3348,APP_3348_SOUTHMORE_03062018,,SUCCESS,APPROACH,3122588.54,13825368.63,2018,,,,,-95.36358443,29.71475044
4105,SAUER TO BURKETT,2528,9030,SOUTHMORE,3411,APP_3411_ SOUTHMORE_03122018,,SUCCESS,APPROACH,3122897.55,13825313.98,2018,,,,,-95.36261675,29.7145738
4106,E 21 ST ST TO E 22ND ST,569,7329,GOSTICK,2119,SPD_2119 GOSTICK_05232016,26.9,SUCCESS,PRE-NTMP,3112831.54,13858196.63,2016,,,,,-95.39111735,29.80581538
4107,N MAIN TO COLUMBIA,139,7330,29TH ST E,608,SPD_608 29TH ST._05232016,25.4,SUCCESS,PRE-NTMP,3112422.47,13860842.02,2016,,,,,-95.39214933,29.81312136
4108,HARDY TOLL RD TO JENSEN,6445,8152,BERRY RD,2415,SPD-MJR_2415_BERRY_05102017,34.2,SUCCESS,MAJOR THOROUGHFARE ADT,3126251,13870238.27,2017,,,,,-95.347638,29.83776801
4109,MCKINNEY TO WALKER,4720,8344,CRAWFORD,900,CBD_900_CRAWFORD_06192017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3123488.8,13839818.44,2017,,,,,-95.35933274,29.75439157
4110,JEFFERSON TO ST JOSEPH PKWY,7092,8448,LA BRANCH,1800,CBD_1700_LABRANCH_07032017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121565.45,13837444.64,2017,,,,,-95.36562394,29.74803122
4111,BROADWAY TO TELEPHONE,30163,8990,AIRPORT,7601,SPD-MJR_7601_AIRPORT_02262018,45.0,SUCCESS,MAJOR THOROUGHFARE ADT,3148566.21,13805443.93,2018,,,,,-95.28378001,29.65773801
4112,CAVALCADE TO NORTH LOOP,13595,7054,LOCKWOOD,4613,ADT_4613_LOCKWOOD_01262016,,SUCCESS,MAJOR THOROUGHFARE ADT,3136351.78,13857873.83,2016,,,,,-95.3170219,29.80291206
4113,SHEPHERD TO NORTH FWY,37594,7203,LITTLE YORK,515,ADT_515_LITTLEYORK_04132016,,SUCCESS,MAJOR THOROUGHFARE ADT,3106120.07,13881270.81,2016,,,,,-95.41003701,29.869806
4114,CULLEN TO WENDA,12511,7214,CULLEN,9500,APP_9500_CULLEN_04252016_SB,,SUCCESS,APPROACH,3125868.33,13802883.37,2016,,,,,-95.35546395,29.65266377
4115,CULLEN TO WENDA,13174,7215,CULLEN,9500,APP_9500_CULLEN_04252016_NB,,SUCCESS,APPROACH,3125869.24,13802862.67,2016,,,,,-95.35546312,29.65260679
4116,BELL TO LEELAND,12562,8445,LA BRANCH,1500,CBD_1500_LABRANCH_07032017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3122096.77,13838284.43,2017,,,,,-95.36386806,29.75029413
4117,CRAWFORD TO LA BRANCH,2266,8459,WALKER,1500,CBD_1400_WALKER_07122017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3123390.3,13839992.84,2017,,,,,-95.35962592,29.75487937
4118,WINKLER TO SOUTH LOOP,20765,9169,TELEPHONE,4415,SPD-MJR_4415_TELEPHONE_04252018,42.0,SUCCESS,MAJOR THOROUGHFARE ADT,3142263.99,13820387.69,2018,,,,,-95.302126,29.69936299
4119,CARVER TO W MONTGOMERY,20556,7182,VICTORY,2017,ADT_2017_VICTORY_04122016,,SUCCESS,MAJOR THOROUGHFARE ADT,3096033.29,13881341.96,2016,,,,,-95.44184116,29.87084911
4120,MILAM TO TRAVIS,7756,7777,ALABAMA,800,MMD_100 W. ALABAMA-800 ALABAMA_WB_10102016,,SUCCESS,MAJOR THOROUGHFARE ADT,3116709.19,13833899.52,2016,,,,,-95.38126639,29.73870081
4121,BAGBY TO BRAZOS,3025,7779,TUAM,400,MMD_400 TUAM_10112016,,SUCCESS,MAJOR THOROUGHFARE ADT,3116638.33,13836887.23,2016,,,,,-95.3811983,29.74691917
4122,MILAM TO LOUISIANA,16675,7786,ELGIN,700,MMD_700 ELGIN_09072016,,SUCCESS,MAJOR THOROUGHFARE ADT,3117316.95,13835462.07,2016,,,,,-95.37919975,29.74294408
4123,MAIN TO TRAVIS,15976,7788,ELGIN,900,MMD_900 ELGIN_09072016,,SUCCESS,MAJOR THOROUGHFARE ADT,3117858.85,13835115.2,2016,,,,,-95.37752675,29.7419445
4124,CRAWFORD TO LA BRANCH,18103,7794,ELGIN,1500,MMD_1500 ELGIN_08092016,,SUCCESS,MAJOR THOROUGHFARE ADT,3119548.9,13834021.12,2016,,,,,-95.37231049,29.73879316
4125,PARKER TO LITTLE YORK,22212,6930,AIRLINE,7119,ADT_7119_AIRLINE_02092016,,SUCCESS,MAJOR THOROUGHFARE ADT,3114158.87,13880062.87,2016,,,,,-95.38480298,29.86580499
4126,CORTLANDT TO HARVARD,552,7374,28TH ST E,210,SPD_210 E. 28TH ST._05092016,29.1,SUCCESS,PRE-NTMP,3110960.93,13860469.32,2016,,,,,-95.39679222,29.81222082
4127,MCKINNEY TO LAMAR,11110,7659,TRAVIS,1000,CBD 1000 Travis_06072016,,SUCCESS,MAJOR THOROUGHFARE ADT,3121329.37,13840780.27,2016,,,,,-95.36604099,29.75721999
4128,PRAIRIE TO TEXAS,17321,8384,SMITH,500,CBD_500_SMITH_07172017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3121378.3,13842691.25,2017,,,,,-95.36569971,29.76246849
4129,MONTCLAIR - STOCKTON,0,8783,GOLDSMITH,2112,SPD_2112_GOLDSMITH_12112017,,SUCCESS,POST-NTMP,3108188.17,13823254.35,2017,0,479,0,28,-95.40913442,29.7101623
4130,SOUTH FWY TO DOWLING,4808,9161,WHEELER,2305,SPD-MJR_2305_WHEELER_04182018,31.5,SUCCESS,MAJOR THOROUGHFARE ADT,3119916.27,13829851.58,2018,,,,,-95.37156099,29.72730099
4131,GRIGGS TO S WAYSIDE,8220,9185,LONG,5901,SPD_5901_LONG_04242018,40.5,SUCCESS,MAJOR THOROUGHFARE ADT,3135130.2,13818283.34,2018,,,,,-95.32479406,29.69419709
4132,PIERCE TO ST JOSEPH PKWY,104,7499,AUSTIN,1900,CBD_1900_AUSTIN_06202016,,SUCCESS,MAJOR THOROUGHFARE ADT,3121114.58,13837364.33,2016,,,,,-95.36705199,29.74784899
4133,PRESTON TO CONGRESS,4347,7507,AUSTIN,300,CBD_300_AUSTIN_06202016,,SUCCESS,MAJOR THOROUGHFARE ADT,3123982.94,13841811.47,2016,,,,,-95.35758056,29.75982746
4134,S CITY LIMIT TO ALDINE BENDER,4568,8050,VICKERY,15165,SPD-MJR_15165_VICKERY_02212017,50.7,SUCCESS,MAJOR THOROUGHFARE ADT,3135216.39,13907114.5,2017,,,,,-95.31570977,29.93835096
4135,BRAZOS TO SMITH,12535,8396,PEASE,500,CBD_500_PEASE_07172017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3119173.34,13839574.06,2017,,,,,-95.37295078,29.75408853
4136,TRAVIS TO MILAM,16108,8398,PEASE,800,CBD_800_PEASE_07172017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3119994.26,13839022.46,2017,,,,,-95.37041875,29.75250232
4137,FANNIN TO MAIN,14155,8399,PEASE,1000,CBD_1000_PEASE_07172017,0,SUCCESS,MAJOR THOROUGHFARE ADT,3120561.79,13838674.48,2017,,,,,-95.36866505,29.75149739
